License,Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight
3650047,AM PIT BULL TERRIER,SPOTTED,TJ BLYTH,15235,Male,False,39,66
3650048,AUS SHEPHERD,BROWN,MAGGIE MAY,15241,Female,True,47,62
3650055,ROTTWEILER,BLACK,LOKIE,15106,Male,True,15,90
3650058,YORKSHIRE TERRIER,BROWN,SOPHIE,15102,Female,False,29,6
3650059,CAV KING CHAR SPANI,WHITE/BROWN,COOPER,15241,Male,False,165,17
3650062,GREAT PYRENEES,WHITE/GREY,LUNA,15143,Female,False,116,119
3650064,GER SHEPHERD,BLACK/TAN,JACK,15101,Male,False,135,80
3650065,PUG,FAWN,MILO,15146,Male,False,46,16
3650068,CHIHUAHUA,WHITE,CHIP,15132,Male,False,117,5
3650069,GOLDEN RETRIEVER,GOLD,MICKEY,15238,Male,False,140,73
3650070,AUS SHEPHERD,SPOTTED,JOZY,15202,Female,True,166,58
3650076,DACHSHUND,BROWN,HARPER,15228,Female,False,15,19
3650077,BICHON FRISE,WHITE,MIYA,15108,Female,True,14,9
3650078,BICHON FRISE,WHITE,MIYA,15108,Female,False,36,12
3650079,CHIHUAHUA,WHITE/BLACK/BROWN,LUNA,15003,Female,False,114,4
3650080,POMERANIAN,WHITE,ANGEL,15108,Female,False,43,4
3650081,LABRADOR RETRIEVER,BLACK,LUNA,15129,Female,False,58,78
3650082,PUG,WHITE,TUG,15108,Male,False,159,13
3650084,MALTESE,WHITE,ZOEY,15136,Female,False,77,4
3650085,POODLE STANDARD,BLACK,SCOTTIE,15143,Male,False,131,68
3650087,BOXER,BRINDLE,bentley,15065,Male,False,74,74
3650088,BICHON FRISE,WHITE,CURIOUS,15226,Male,True,93,11
3650089,FRENCH BULLDOG,BLACK,STORMI,15024,Female,False,129,18
3650090,BICHON FRISE,WHITE,TRISHA,15024,Female,False,156,13
3650091,LABRADOR RETRIEVER,BROWN,RUGER,15108,Male,False,112,68
3650095,SCHNAUZER MIN,BLACK/SILVER,GRETA,15227,Female,False,88,13
3650098,YORKSHIRE TERRIER,BROWN,LUCY,15044,Female,False,34,5
3650099,BOSTON TERRIER,WHITE/BLACK,RAMBO,15234,Male,False,69,18
3650103,GOLDEN RETRIEVER,GOLD,PHOEBE,15102,Female,False,67,69
3650108,LABRADOR RETRIEVER,BLACK,MURRAY,15102,Male,False,27,77
3650109,GER SHEPHERD,BLACK/BROWN,ZEPPLIN,15044,Male,False,35,98
3650110,GOLDEN RETRIEVER,WHITE,HENRI,15044,Male,False,31,57
3650113,ENG BULLDOG,BROWN,PEACHES,15228,Female,False,139,47
3650115,LABRADOODLE,BLACK,BUGGER,15037,Male,False,57,86
3650121,MALTESE,WHITE,TIA,15236,Female,False,129,3
3650124,GOLDENDOODLE,BLACK/BROWN,PIPPA,15057,Female,False,130,82
3650125,SIB HUSKY,WHITE,BUDDY,15133,Male,True,132,49
3650126,CHIHUAHUA,BLACK/BROWN,SKIPPER,15132,Male,False,78,4
3650127,GOLDENDOODLE,WHITE,MAGGIE GOULD,15143,Female,False,133,61
3650128,CAV KING CHAR SPANI,BLACK,HUGO,15090,Male,False,168,18
3650130,COCKER SPANIEL,ORANGE/WHITE,CHASE,15090,Male,False,17,30
3650131,GER SHEPHERD,BLACK/BROWN,AXEL VON KLAUS,15235,Male,True,83,92
3650133,LABRADOR RETRIEVER,RED,KAYCE RIVER,15237,Female,False,102,82
3650135,POODLE STANDARD,BLACK,BUDDY,15139,Male,True,24,78
3650139,LABRADOR RETRIEVER,YELLOW,TRUMAN,15237,Male,True,31,68
3650141,AM PIT BULL TERRIER,BLACK/BROWN,XENA,15133,Female,False,32,53
3650143,LABRADOR RETRIEVER,RED,KENNARD,15218,Male,False,56,76
3650150,COCKER SPANIEL,BROWN,JOEY,15243,Male,False,18,29
3650153,GOLDEN RETRIEVER,GOLD,LINUS,15101,Male,False,120,70
3650158,BOSTON TERRIER,WHITE/BLACK,LUNA,15214,Female,False,66,14
3650161,AUS SHEPHERD,BLACK/BROWN,REESE,15108,Male,True,147,67
3650162,WELSH CORGI PEMBROK,WHITE/RED,MOCHI,15237,Female,True,66,41
3650166,AM PIT BULL TERRIER,WHITE/BROWN,TUCKER,15065,Male,False,143,54
3650168,BEAGLE,WHITE/BLACK/BROWN,MISTY,15202,Female,False,140,19
3650174,BASSET HOUND,TRI-COLOR,MADDIE,15137,Female,False,108,53
3650175,BASSET HOUND,WHITE/BLACK/BROWN,BASSETT HOUND,15137,Female,False,30,59
3650177,CHIHUAHUA,WHITE/TAN,TYLA,15090,Female,False,1,0
3650178,CHIHUAHUA,SABLE,PHOENIX,15090,Male,False,8,2
3650186,LABRADOR RETRIEVER,GOLD,MAVIS,15239,Female,False,1,4
3650187,BASSET HOUND,TRI-COLOR,TILLIE,15137,Female,False,97,54
3650188,GER SHEPHERD,BLACK,LINCOLN,15116,Male,False,54,94
3650189,GER SHEPHERD,BLACK,THOR,15239,Male,True,85,75
3650190,LABRADOR RETRIEVER,BLACK,BEAR,15116,Male,True,17,74
3650191,LABRADOR RETRIEVER,SILVER,MAILA CANTERBURY,15108,Female,False,120,60
3650192,GOLDEN RETRIEVER,BLONDE,WHISKEY,15108,Female,False,61,54
3650193,DOBERMAN PINSCHER,BLACK/BROWN/TAN,MAX,15143,Male,True,123,91
3650194,LABRADOR RETRIEVER,BLACK,HOLLY,15229,Female,False,25,66
3650195,GOLDENDOODLE,TAN,KIMO,15129,Male,False,46,73
3650197,CAV KING CHAR SPANI,WHITE/BROWN,HENRY,15237,Male,False,108,15
3650199,LABRADOR RETRIEVER,YELLOW,DUTCHESS,15212,Female,True,16,65
3650200,LABRADOR RETRIEVER,BROWN,PIPER,15212,Female,True,135,71
3650204,COCKER SPANIEL,BUFF,MIA,15132,Female,False,104,28
3650205,COCKER SPANIEL,BLACK WITH WHITE,OREO,15132,Male,False,95,31
3650213,CHIHUAHUA,BROWN,CHASE,15136,Male,False,141,4
3650214,GOLDEN RETRIEVER,GOLD,OLLIE,15212,Male,True,122,68
3650216,AUS CATTLE DOG,BLACK/GREY,ROSIE,15133,Female,False,156,42
3650217,AM PIT BULL TERRIER,BLACK/BROWN,CASH,15136,Male,False,38,56
3650220,AM PIT BULL TERRIER,WHITE/TAN,WALLACE,15132,Male,False,114,63
3650221,LABRADOODLE,BLACK,ARLO,15129,Male,True,112,81
3650222,PUGGLE,FAWN,SHILOH,15057,Female,True,95,16
3650225,SHIH TZU,BLACK,MAXIMILIAN,15025,Male,True,119,12
3650227,AM PIT BULL TERRIER,BROWN,KING,15031,Male,False,114,71
3650228,GOLDENDOODLE,BROWN,FINNLEY,15237,Male,True,65,82
3650234,BEAGLE,WHITE/BLACK/BROWN,CHIEF,15101,Male,False,107,17
3650236,BERNESE MTN DOG,WHITE/BLACK/BROWN,ANCHOR,15241,Male,False,68,93
3650238,GER SHEPHERD,BLACK/BROWN,BEN,15102,Male,False,8,38
3650239,BOSTON TERRIER,BLACK,JEANIE,15218,Female,False,10,9
3650240,BOSTON TERRIER,BLACK/BRINDLE,PORTER,15218,Male,False,139,16
3650244,LABRADOR RETRIEVER,BLACK,ASHER,15101,Female,False,28,66
3650246,AUS SHEPHERD,WHITE,BOOKER,15236,Female,True,20,53
3650248,POODLE TOY,WHITE,SKIPPY,15239,Male,False,116,5
3650255,BEAGLE,WHITE/BLACK/BROWN,CIRA BELLE,15234,Female,False,104,16
3650257,DACHSHUND,BRINDLE,WALTER,15238,Male,True,89,25
3650261,LABRADOR RETRIEVER,BROWN,MINNIE,15237,Female,False,76,62
3650262,GER SHEPHERD,BLUE,EMBER,15037,Female,True,16,73
3650273,GER SHORTHAIR POINT,WHITE/LIVER,SKYE,15236,Female,False,46,61
3650274,CHIHUAHUA,BLACK,TWANDA,15017,Female,False,58,4
3650275,LABRADOR RETRIEVER,RED,ZEUS,15209,Male,True,140,65
3650276,WELSH CORGI PEMBROK,RED,PEANUT,15116,Male,False,177,39
3650277,BOXER,BRINDLE,CASEAR,15108,Male,False,89,57
3650279,POMERANIAN,BROWN,DUSTY,15106,Male,False,144,4
3650281,WELSH CORGI PEMBROK,BROWN,ZOEY,15102,Female,False,34,35
3650282,AUS SHEPHERD,MERLE,RYDER,15108,Male,False,21,54
3650286,GOLDENDOODLE,GOLD,DAISY,15237,Female,False,74,78
3650287,SIB HUSKY,WHITE/GREY,KATO,15216,Male,False,138,57
3650288,SHIH TZU,BLACK,ELLIE,15237,Female,False,118,11
3650289,LABRADOR RETRIEVER,BROWN,GRAICE,15235,Female,False,31,67
3650290,LABRADOR RETRIEVER,YELLOW,PENELOPE,15235,Female,False,103,78
3650293,PUG,FAWN,LEO,15065,Male,False,105,15
3650294,CANE CORSO,BLACK,SASHA,15065,Female,False,69,117
3650295,GOLDENDOODLE,TAN,OLIVER,15102,Male,False,122,82
3650296,GER SHEPHERD,SABLE,TEDDY,15235,Male,True,86,79
3650297,YORKSHIRE TERRIER,BLACK/BROWN,CECE,15241,Female,False,43,6
3650300,YORKSHIRE TERRIER,BLONDE,DUFFY,15235,Female,True,142,6
3650302,GER SHEPHERD,TAN,SADIE,15108,Female,False,64,95
3650303,BICHON FRISE,WHITE,PRINCE,16046,Male,True,133,14
3650305,SIB HUSKY,WHITE/GREY,CAMERON,15147,Male,False,11,42
3650306,PUGGLE,BLACK/BROWN/TAN,CYRUS,15044,Male,False,18,16
3650307,ROTTWEILER,BLACK/BROWN,RUSTY,15135,Male,True,13,99
3650309,GREAT DANE,BLACK,DHARMA,15136,Female,False,43,126
3650310,LABRADOR RETRIEVER,YELLOW,DAISY,15026,Female,True,135,68
3650311,GOLDENDOODLE,WHITE,WALTER,15143,Male,False,48,76
3650312,BASSET HOUND,TRI-COLOR,DUDLEY,15216,Male,False,89,63
3650313,BASSET HOUND,WHITE/RED,FLASHLEY,15216,Male,False,43,65
3650314,AM PIT BULL TERRIER,BRINDLE,JESSE,15223,Female,False,47,51
3650316,BEAGLE,BLACK/BROWN,COPPER,15025,Male,True,165,20
3650317,PUG,FAWN,CHUMLEY,15216,Male,False,72,15
3650318,PUG,FAWN,POPEYE,15216,Male,False,158,15
3650320,CHIHUAHUA,BLACK/BROWN,TINA,15234,Female,False,173,4
3650325,WELSH CORGI PEMBROK,WHITE/RED,WAFFLES,15238,Male,False,85,33
3650326,YORKSHIRE TERRIER,BLACK/TAN,GENO,15084,Male,True,14,5
3650329,ROTTWEILER,BLACK/BROWN,YEAGER,15136,Male,True,117,118
3650330,CAV KING CHAR SPANI,BROWN/TAN/BRINDLE,HALLIE,15071,Female,False,63,13
3650331,CAV KING CHAR SPANI,WHITE/BLACK,HANK,15071,Male,False,151,17
3650332,GOLDENDOODLE,WHITE/BROWN,LIVIE,15090,Female,False,16,70
3650336,GOLDEN RETRIEVER,TAN,ABBE,15243,Female,False,46,58
3650337,GOLDENDOODLE,APRICOT,ZEUS,15228,Male,False,101,60
3650338,GOLDEN RETRIEVER,BLONDE,WILLIE,15101,Male,False,40,70
3650339,GER SHEPHERD,BLACK/BROWN,MAXX,15106,Male,True,72,79
3650340,ENG BULLDOG,WHITE/BLACK,OLIVE,15237,Female,False,49,31
3650341,GOLDENDOODLE,TAN,GARY,15241,Male,False,110,81
3650342,MALTESE,WHITE,WELLINGTON,15106,Male,False,82,4
3650348,COCKER SPANIEL,BLACK WITH WHITE,CHAI HARRISON,15136,Male,False,125,26
3650349,DACHSHUND,RED,BRADY,15237,Male,False,84,21
3650350,AUS SHEPHERD,BLACK/BROWN,FRANKIE,15216,Male,True,36,67
3650351,ENG SPRINGER SPANIE,WHITE/LIVER,BELLE,15237,Female,True,51,53
3650353,AM PIT BULL TERRIER,WHITE/BRINDLE,MULLIGAN,15146,Male,False,116,69
3650355,GER SHEPHERD,BLACK/BROWN,BASIL,15146,Female,False,138,89
3650357,BOXER,BROWN,TONY,15143,Male,False,151,79
3650358,BEAGLE,WHITE/BLACK/BROWN,WILBER,15090,Male,True,97,22
3650359,BEAGLE,RED,TWIX,15090,Female,True,111,21
3650360,BEAGLE,WHITE/BROWN,DOC,15090,Male,True,100,21
3650361,BEAGLE,WHITE/BLACK/BROWN,TILLEY,15090,Female,True,60,19
3650365,GOLDENDOODLE,GOLD,SAMMY,15227,Male,False,37,88
3650366,GER SHEPHERD,BLACK/BROWN,MALIBU,15057,Female,True,4,19
3650367,BERNESE MTN DOG,BLACK/BROWN,DOZER,15057,Male,True,33,106
3650368,GER SHEPHERD,BLACK/BROWN,NASH,15057,Male,True,99,85
3650369,GER SHEPHERD,BLACK/BROWN,WICKET,15057,Male,True,38,79
3650370,BOXER,FAWN,CHUCK NOLL,15143,Male,True,4,17
3650372,BEAGLE,WHITE/BROWN,RIP,15090,Male,True,91,24
3650378,DACHSHUND,SPOTTED,GWEN,15238,Female,False,46,24
3650379,CHIHUAHUA,SPOTTED,OLIVER,15238,Male,False,107,5
3650380,GOLDENDOODLE,BROWN,ROONEY PUCK,15237,Female,False,46,66
3650381,COCKER SPANIEL,TAN,MOLLY,15238,Female,False,70,29
3650382,LABRADOR RETRIEVER,YELLOW,EMMA,15229,Female,False,8,33
3650383,POODLE STANDARD,BLACK,MADIGAN KIRKPATRICK,15017,Female,False,135,66
3650384,POODLE STANDARD,BLACK,MURPHY KIRKPATRICK,15017,Male,False,111,63
3650387,SHETLAND SHEEPDOG,TRI-COLOR,DORIS,15241,Female,True,23,16
3650388,LABRADOR RETRIEVER,BLACK,JACKSON,15049,Male,False,122,74
3650392,PUGGLE,TAN,BUDDY,15237,Male,False,139,17
3650395,BOSTON TERRIER,WHITE/BLACK,ROSIE,15044,Female,False,4,4
3650396,GOLDENDOODLE,APRICOT,SUNNIE,15044,Male,False,1,4
3650399,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,TUCKER,15236,Male,False,139,17
3650400,GOLDEN RETRIEVER,GOLD,JAKE,15223,Male,False,90,83
3650401,DACHSHUND,BROWN,COSMO,15220,Male,True,110,20
3650403,GOLDENDOODLE,GOLD,HARVEY,15071,Male,False,123,76
3650404,GOLDENDOODLE,APRICOT,GRIFFIN BERNDT,15071,Male,False,77,67
3650408,CHIHUAHUA,TAN,FRITO,15120,Male,False,58,4
3650409,GER SHEPHERD,BLACK/BROWN,FRITZ,15136,Male,True,92,74
3650411,LABRADOODLE,BLACK,ABBY,15044,Female,False,7,31
3650412,PARSON RUSSELL TERR,MULTI,NELLIE,15037,Female,True,116,15
3650415,LABRADOR RETRIEVER,BLACK,HARLEY,15057,Male,False,3,15
3650417,GOLDENDOODLE,BLONDE,ASPEN,15239,Female,False,119,78
3650418,GOLDENDOODLE,TAN,COLBY,15129,Male,True,68,83
3650420,BERNESE MTN DOG,TRI-COLOR,BUNSEN,15228,Male,False,9,68
3650425,PUG,WHITE,MOLLY,15228,Female,False,72,15
3650430,LABRADOR RETRIEVER,BLACK,BELLA,15090,Female,True,50,71
3650434,AM PIT BULL TERRIER,BRINDLE,KATNISS,15215,Female,False,115,53
3650435,W HGHLND WH TERRIER,WHITE,MURPHY,15108,Male,False,136,17
3650436,AM PIT BULL TERRIER,BRINDLE,LOKI,15102,Male,False,139,54
3650439,AM STAFF TERRIER,BRINDLE,NALA,15102,Female,False,136,59
3650441,LABRADOR RETRIEVER,BLACK,DOLLY,15108,Female,False,21,85
3650443,ROTTWEILER,BLACK/BROWN,KONA,15223,Female,False,71,113
3650446,LABRADOR RETRIEVER,YELLOW,BUDDY,15007,Male,True,55,73
3650448,DACHSHUND,BLACK/TAN,LUMIERE,15143,Male,True,9,12
3650450,AUS CATTLE DOG,BLUE,PRADA,15237,Female,False,70,39
3650452,SHIH TZU,WHITE/BLACK,PANDA,15202,Female,False,73,13
3650453,BICHON FRISE,BLACK/BROWN,RUSSELL,15216,Male,False,54,16
3650454,CHIHUAHUA,BLACK WITH WHITE,JOEY,15216,Male,False,185,4
3650455,GER SHEPHERD,BLACK,KIMBER,15214,Female,True,127,75
3650456,LABRADOR RETRIEVER,BLACK,RANGER,15133,Male,True,22,73
3650457,BORD COLLIE,WHITE/BLACK,NELL,15234,Female,False,122,46
3650458,GOLDEN RETRIEVER,RED,CARSON,15143,Male,True,78,66
3650463,AM PIT BULL TERRIER,BRINDLE,ARIA,15137,Female,False,87,68
3650464,GOLDEN RETRIEVER,RED,COGSWORTH,15143,Male,True,132,55
3650470,SCHNAUZER MIN,BLACK/GREY,ENZO,15237,Male,False,61,13
3650471,GOLDENDOODLE,CREAM,PANI,15241,Female,False,36,58
3650472,BEAGLE,TRI-COLOR,LILLY,15236,Female,False,101,21
3650475,CHIHUAHUA,BRINDLE,TIKI,15110,Female,False,29,3
3650479,GER SHEPHERD,SABLE,SADIE,15140,Female,True,3,12
3650480,LABRADOR RETRIEVER,BLACK,ONYX,15237,Female,False,59,75
3650481,LABRADOR RETRIEVER,BROWN,DIEGO,15241,Male,False,25,82
3650482,LABRADOR RETRIEVER,YELLOW,NASH,15241,Male,False,103,76
3650484,BORD COLLIE,BLACK,HEMI,15205,Female,False,101,50
3650486,GER SHORTHAIR POINT,WHITE/BROWN,CECE,15205,Female,False,63,53
3650489,AUS CATTLE DOG,TRI-COLOR,SOPHIE,15216,Female,False,98,28
3650490,BOXER,FAWN,CASMIER,15139,Male,False,165,57
3650494,GER SHEPHERD,BLACK/BROWN,HARLEY,15122,Female,False,82,80
3650495,BOSTON TERRIER,BRINDLE,GRETTA,15084,Female,False,103,13
3650496,CHIHUAHUA,BLACK,BLUE,15049,Male,True,26,5
3650499,GOLDEN RETRIEVER,BLONDE,CHLOE,15216,Female,False,131,56
3650500,GOLDEN RETRIEVER,GOLD,BOBBI,15216,Female,False,136,66
3650503,GREAT DANE,BLACK,MOOSE,15228,Male,False,6,48
3650508,LABRADOR RETRIEVER,BROWN,BAYLOR,15108,Female,False,6,25
3650515,YORKSHIRE TERRIER,BROWN,MEATBALL,15101,Male,False,4,1
3650516,BORD COLLIE,WHITE/BROWN,LINCOLN,15239,Male,False,127,42
3650518,BERNESE MTN DOG,WHITE/BLACK/BROWN,LEO,15139,Male,True,75,100
3650519,FRENCH BULLDOG,TAN,LOLA,15143,Female,True,38,15
3650523,YORKSHIRE TERRIER,BLACK,MAISIE,15143,Female,False,183,5
3650524,YORKSHIRE TERRIER,BLACK/TAN,PUMPKIN,15143,Male,False,188,7
3650525,GER SHEPHERD,BLACK/BROWN,ZOE,15045,Female,True,85,71
3650527,GER SHEPHERD,BLACK/TAN,LUNA,15235,Female,False,116,80
3650529,DOBERMAN PINSCHER,BROWN,ABRAM,15237,Male,False,7,41
3650530,COLLIE,WHITE/BROWN,ELLIE,15202,Female,False,142,66
3650534,CHIHUAHUA,WHITE/BLACK/BROWN,SWEETPEA,15024,Female,True,179,3
3650536,POODLE TOY,WHITE/BLACK,LUCY,15133,Female,False,192,4
3650537,POODLE TOY,BROWN,HARRISON,15133,Female,False,23,4
3650542,SHIH TZU,BROWN,ETHAN,15122,Male,False,128,13
3650543,YORKSHIRE TERRIER,BLACK/BROWN,MAX,15030,Male,True,110,7
3650544,ENG SPRINGER SPANIE,BROWN,MINNIE,15241,Female,False,33,41
3650545,GOLDENDOODLE,APRICOT,CHASE,15116,Male,False,54,67
3650546,LABRADOR RETRIEVER,CHOCOLATE,LUCY,15239,Female,False,113,67
3650547,CHIHUAHUA,GREY,CHLOE,15084,Female,False,111,3
3650548,CHIHUAHUA,BLACK/BROWN,COOPER,15084,Male,False,129,5
3650551,PUG,BLACK,FRIDAY,15139,Male,False,82,11
3650552,AM PIT BULL TERRIER,WHITE/BLACK/GREY,CHAMPION STEVIE,15101,Male,False,46,66
3650553,COCKER SPANIEL,BLACK,SOPHIE,15228,Female,False,9,16
3650555,LABRADOR RETRIEVER,BLACK,RORY,15228,Female,False,109,71
3650556,HAVANESE,BROWN,ROXY,15101,Female,False,145,8
3650557,HAVANESE,BLACK,LEXIE,15101,Female,False,74,11
3650559,PUG,FAWN,JAKE,15102,Male,False,145,16
3650561,FRENCH BULLDOG,BRINDLE,MOOSE,15106,Male,True,173,22
3650562,LABRADOR RETRIEVER,SILVER,FINNEGAN,15234,Male,False,75,56
3650563,GREAT DANE,MERLE,DAISY,15102,Female,False,18,142
3650565,BICHON FRISE,WHITE/BEIGE,SOPHIE,15110,Female,False,6,5
3650566,POODLE TOY,BROWN,COCO,15102,Male,False,133,6
3650567,POODLE STANDARD,BLACK WITH WHITE,NEO,15142,Male,False,18,71
3650568,SHETLAND SHEEPDOG,SABLE,WINRY,15229,Female,False,135,12
3650569,BEAGLE,WHITE/BLACK/BROWN,HAZEL,15090,Female,False,108,20
3650572,COLLIE,SABLE,BISCUIT,15237,Female,False,119,70
3650573,DACHSHUND,BROWN,WINNIE KLEPCHICK,15243,Female,True,88,22
3650574,AM BULLDOG,WHITE/BLACK,DEXTER,15239,Male,False,101,57
3650575,MIN PINSCHER,BLACK/TAN,ERNEST,15102,Male,False,166,8
3650577,AM PIT BULL TERRIER,WHITE/BLACK,ZELDA,15101,Female,False,16,70
3650579,ENG BULLDOG,BROWN,GYPSY,15116,Female,False,37,40
3650580,BOXER,BRINDLE,ALLEY,15057,Female,False,33,51
3650589,ROTTWEILER,BLACK/BROWN,SAGE,15146,Female,False,48,116
3650595,W HGHLND WH TERRIER,WHITE,MAGGIE,15220,Female,False,119,13
3650596,DACHSHUND,TAN,BELLA,15236,Female,False,98,18
3650597,DACHSHUND,OTHER,SCHMITTY,15236,Male,False,89,28
3650598,POODLE STANDARD,BLACK,ZORRO,15120,Male,True,99,71
3650599,LABRADOR RETRIEVER,YELLOW,HEINZ,15227,Male,True,3,13
3650601,CHIHUAHUA,WHITE/BLACK,MIA,15237,Female,False,24,4
3650606,CHIHUAHUA,BLACK/BROWN,BUG,15146,Male,False,135,4
3650607,GOLDEN RETRIEVER,GOLD/RED,DUKE,15139,Male,False,55,70
3650608,BOXER,BRINDLE,BELLA,15120,Female,False,84,76
3650609,CHIHUAHUA,BROWN,PENY,15108,Female,True,79,3
3650612,GOLDENDOODLE,BROWN,IVY,15241,Female,False,13,51
3650614,HAVANESE,BROWN,MOOSE,15228,Male,False,22,13
3650625,MALTESE,WHITE,BAILEY,15090,Male,True,19,4
3650628,LABRADOR RETRIEVER,SILVER,DIESEL SMOKE RENK,15146,Male,False,55,71
3650634,LABRADOODLE,BLACK,OLIVER,15234,Male,False,34,73
3650635,AM PIT BULL TERRIER,BRINDLE,PIPPY,15215,Female,False,120,53
3650636,AM PIT BULL TERRIER,GREY,OLIVE,15215,Female,False,19,59
3650637,LABRADOR RETRIEVER,BLACK,SIDNEY,15205,Male,False,108,69
3650638,LABRADOR RETRIEVER,BLACK,ZOLA,15205,Female,False,89,77
3650644,POODLE STANDARD,BLACK,Z ABBY,15136,Female,False,130,58
3650646,POMERANIAN,RED,LEXI,15112,Female,False,103,4
3650648,GOLDEN RETRIEVER,GOLD,LOLA,15126,Female,False,129,66
3650652,LABRADOR RETRIEVER,BROWN,MILA,15065,Female,False,8,31
3650653,LABRADOR RETRIEVER,BLACK/BROWN,MAYA,15084,Female,False,140,68
3650654,HAVANESE,WHITE,PEANUT,15133,Male,True,154,10
3650655,MIN PINSCHER,BROWN,SCRAPPY,15147,Male,False,121,9
3650656,GER SHEPHERD,BLACK,QUEEN,15221,Female,True,127,78
3650657,LABRADOR RETRIEVER,RED,CLARENCE,15202,Male,False,56,76
3650663,SHETLAND SHEEPDOG,SABLE,HARPER,15223,Female,False,68,18
3650667,AM STAFF TERRIER,WHITE/BROWN,SONYA,15129,Female,True,17,58
3650670,SHIH TZU,WHITE/BROWN,EEVEE,15108,Female,False,170,12
3650672,BOSTON TERRIER,WHITE/BROWN,STELLA,15142,Female,False,122,15
3650673,PUGGLE,BROWN,COOPER,15139,Male,True,133,15
3650674,POMERANIAN,RED,LUCILLE BALL,15143,Female,False,171,3
3650677,MALTESE,WHITE,GRACIE,15017,Female,False,54,3
3650678,CHIHUAHUA,BEIGE,BUBBA,15235,Male,False,130,4
3650679,LABRADOR RETRIEVER,BROWN,DUSTY,15065,Female,False,57,70
3650683,SCHNAUZER MIN,GREY,GENO,15044,Male,False,168,14
3650686,BEAGLE,WHITE/BLACK,SAMMY,15126,Male,False,77,20
3650688,AM PIT BULL TERRIER,WHITE/BLACK,PEPPER,15145,Male,False,126,51
3650689,SHIH TZU,BROWN,GRACIE,15239,Female,False,86,12
3650690,MORKIE,WHITE,CLOEY,15237,Female,False,57,4
3650691,GOLDEN RETRIEVER,SPOTTED,GUNNER,15239,Male,True,70,74
3650693,CANE CORSO,BROWN,TOOTS,15144,Female,False,57,118
3650694,GOLDENDOODLE,BROWN,NIKO,15205,Male,False,7,29
3650695,CANE CORSO,BROWN,TINY,15144,Female,True,97,86
3650696,LABRADOR RETRIEVER,CHOCOLATE,STANLEY,15205,Male,False,69,64
3650697,YORKSHIRE TERRIER,BROWN,DOBBY,15235,Male,False,83,7
3650702,BEAGLE,MULTI,MOLLY,15216,Female,False,89,17
3650705,GOLDENDOODLE,BROWN,TEDDY,15120,Male,False,107,56
3650706,SIB HUSKY,WHITE/BLACK,LUNA,15108,Female,False,78,52
3650707,GOLDENDOODLE,BROWN,ELLIE,15209,Female,False,20,66
3650709,GOLDENDOODLE,RED,ZIGGY,15136,Male,False,102,63
3650711,GER SHEPHERD,BLACK/BROWN,KACIE,15110,Female,False,75,81
3650718,AUS SHEPHERD,WHITE/BROWN,RIKA,15106,Female,False,88,48
3650719,AM PIT BULL TERRIER,BROWN,ACE LEECH,15237,Male,False,61,74
3650722,AUS SHEPHERD,BROWN,GUSSY,15227,Male,False,134,63
3650726,BOXER,FAWN,COOPER,15122,Male,False,8,38
3650728,BOXER,BLACK/TAN,GUNNER,15236,Male,False,38,67
3650730,MIN PINSCHER,BROWN,MISTY,15236,Female,False,92,8
3650733,SHIH TZU,WHITE/TAN,ZOE,15235,Female,False,7,5
3650737,HAVANESE,WHITE,BEAR,15044,Male,False,37,11
3650739,LABRADOODLE,WHITE/BROWN,SOPHIE,15239,Female,False,12,44
3650740,CAV KING CHAR SPANI,WHITE/RED,FRANNIE,15133,Female,False,14,11
3650741,POODLE TOY,BLACK,ZORRO,15239,Male,False,76,6
3650742,LABRADOR RETRIEVER,YELLOW,COREY,15090,Female,False,18,66
3650743,GER SHEPHERD,BLACK/BROWN,SHEAMUS,15108,Male,True,100,97
3650744,GOLDEN RETRIEVER,YELLOW,ATHENA,15216,Female,True,65,62
3650745,DACHSHUND,BROWN,SASHA,15236,Female,False,140,22
3650746,GOLDEN RETRIEVER,WHITE/TAN,RENO,15235,Male,False,18,70
3650748,PARSON RUSSELL TERR,WHITE,SUZIE,15147,Female,False,27,14
3650749,GOLDEN RETRIEVER,TAN,GRACIE'S GOLDEN ANGEL,15209,Female,False,82,58
3650750,AUS SHEPHERD,WHITE,FRANCINE,15131,Female,False,21,56
3650753,BEAGLE,WHITE/BROWN,CLOUD,15017,Male,False,98,19
3650754,BEAGLE,BLONDE,BLAZE,15017,Male,True,107,18
3650755,BEAGLE,BLONDE,MELI,15017,Female,True,13,20
3650756,CHIHUAHUA,BLONDE,LUCKY,15668,Female,False,82,4
3650761,AUS SHEPHERD,MULTI,SUGAR,15082,Female,False,93,53
3650763,AM PIT BULL TERRIER,WHITE/BLACK,WEDNESDAY,15108,Female,False,50,60
3650765,GOLDENDOODLE,GOLD,MAX,15228,Male,False,47,71
3650768,BORD COLLIE,WHITE/BLACK,OBIE,15220,Male,False,84,48
3650770,GER SHEPHERD,TRI-COLOR,RARI,15120,Female,True,144,76
3650776,GER SHORTHAIR POINT,BROWN,STELLA,15102,Female,False,49,60
3650779,GER SHEPHERD,BLACK,ELEXAR,15044,Female,True,9,47
3650781,PUG,BLACK,DOLCE,15137,Female,True,186,11
